unitid,OPEID,institution_name,addr1_txt,city_txt,state_cd,zip_text,ClassificationCode,classification_name,EFMaleCount,EFFemaleCount,EFTotalCount,sector_cd,sector_name,SPORTSCODE,PARTIC_MEN,PARTIC_WOMEN,SUM_PARTIC_MEN,SUM_PARTIC_WOMEN,OPEXPPERPART_MEN,OPEXPPERTEAM_MEN,OPEXPPERPART_WOMEN,OPEXPPERTEAM_WOMEN,TOTAL_OPEXP_MENWOMEN,SUM_OPEXPPERPART_MEN,SUM_OPEXPPERTEAM_MEN,SUM_OPEXPPERPART_WOMEN,SUM_OPEXPPERTEAM_WOMEN,TOTAL_OPEXP_INCLCOED,MEN_TOTAL_HEADCOACH,WOMEN_TOTAL_HDCOACH,SUM_FTHDCOACH_MALE,SUM_PTHDCOACH_MALE,SUM_FTUNIVEMP_MALE,SUM_PTUNIVEMP_MALE,SUM_FTHDCOACH_FEM,SUM_PTHDCOACH_FEM,SUM_FTUNIVEMP_FEM,SUM_PTUNIVEMP_FEM,SUM_TOTAL_HDCOACH,MEN_TOTAL_ASSTCOACH,WOMEN_TOTAL_ASTCOACH,SUM_FTASCOACH_MALE,SUM_PTASCOACH_MALE,SUM_FTACUNIVEMP_MALE,SUM_PTACUNIVEMP_MALE,SUM_FTASCOACH_FEM,SUM_PTASCOACH_FEM,SUM_FTACUNIVEMP_FEM,SUM_PTACUNIVEMP_FEM,SUM_TOTAL_ASSTCOACH,REV_MEN,REV_WOMEN,TOTAL_REV_MENWOMEN,REVENUE_MENALL,REVENUE_WOMENALL,TOTAL_REVENUE_ALL,EXP_MEN,EXP_WOMEN,TOTAL_EXP_MENWOMEN,EXPENSE_MENALL,EXPENSE_WOMENALL,TOTAL_EXPENSE_ALL,Sports
219709,347900,Belmont University,1900 Belmont Blvd,Nashville,TN,372123757,3,NCAA Division I without football,2347,4437,6784,2,"Private nonprofit, 4-year or above",26,,16,0,16,0,0,6133,98129,98129,0,0,6133,98129,98129,,1,0,0,0,0,1,0,1,0,1,,2,1,0,1,0,0,1,0,1,2,,1094266,1094266,0,1094266,1094266,,1094266,1094266,0,1094266,1094266,Volleyball
219976,348600,Lipscomb University,One University Park Drive,Nashville,TN,372043951,3,NCAA Division I without football,1076,1684,2760,2,"Private nonprofit, 4-year or above",1,40,,40,0,9893,395705,0,0,395705,9893,395705,0,0,395705,1,,1,0,1,0,0,0,0,0,1,2,,2,0,2,0,0,0,0,0,2,1739334,,1739334,1739334,0,1739334,1739334,,1739334,1739334,0,1739334,Baseball
219976,348600,Lipscomb University,One University Park Drive,Nashville,TN,372043951,3,NCAA Division I without football,1076,1684,2760,2,"Private nonprofit, 4-year or above",2,14,16,14,16,25263,353677,21520,344327,698004,25263,353677,21520,344327,698004,1,1,1,0,1,0,1,0,1,0,2,3,3,5,0,5,0,1,0,1,0,6,2053998,1482997,3536995,2053998,1482997,3536995,2053998,1482997,3536995,2053998,1482997,3536995,Basketball
219976,348600,Lipscomb University,One University Park Drive,Nashville,TN,372043951,3,NCAA Division I without football,1076,1684,2760,2,"Private nonprofit, 4-year or above",3,90,78,90,78,2374,213683,2328,181560,395243,2374,213683,2328,181560,395243,1,1,0,2,2,0,0,0,0,0,2,4,4,0,6,6,0,0,2,2,0,8,1088239,1046418,2134657,1088239,1046418,2134657,1088239,1046418,2134657,1088239,1046418,2134657,Track and Field and Cross Country (combined)
219976,348600,Lipscomb University,One University Park Drive,Nashville,TN,372043951,3,NCAA Division I without football,1076,1684,2760,2,"Private nonprofit, 4-year or above",8,11,11,11,11,11855,130410,13257,145830,276240,11855,130410,13257,145830,276240,1,1,1,0,1,0,1,0,1,0,2,1,1,1,0,1,0,0,1,1,0,2,600051,573278,1173329,600051,573278,1173329,600051,573278,1173329,600051,573278,1173329,Golf
219976,348600,Lipscomb University,One University Park Drive,Nashville,TN,372043951,3,NCAA Division I without football,1076,1684,2760,2,"Private nonprofit, 4-year or above",15,30,31,30,31,10094,302805,9427,292227,595032,10094,302805,9427,292227,595032,1,1,2,0,2,0,0,0,0,0,2,2,2,2,0,2,0,2,0,2,0,4,1319100,1632755,2951855,1319100,1632755,2951855,1319100,1632755,2951855,1319100,1632755,2951855,Soccer
219976,348600,Lipscomb University,One University Park Drive,Nashville,TN,372043951,3,NCAA Division I without football,1076,1684,2760,2,"Private nonprofit, 4-year or above",16,,22,0,22,0,0,10235,225176,225176,0,0,10235,225176,225176,,1,0,0,0,0,1,0,1,0,1,,2,1,0,1,0,1,0,1,0,2,,1116831,1116831,0,1116831,1116831,,1116831,1116831,0,1116831,1116831,Softball
219976,348600,Lipscomb University,One University Park Drive,Nashville,TN,372043951,3,NCAA Division I without football,1076,1684,2760,2,"Private nonprofit, 4-year or above",22,9,9,9,9,7963,71664,9789,88099,159763,7963,71664,9789,88099,159763,1,1,1,0,1,0,1,0,1,0,2,0,1,0,1,1,0,0,0,0,0,1,370440,588941,959381,370440,588941,959381,370440,588941,959381,370440,588941,959381,Tennis
219976,348600,Lipscomb University,One University Park Drive,Nashville,TN,372043951,3,NCAA Division I without football,1076,1684,2760,2,"Private nonprofit, 4-year or above",26,,15,0,15,0,0,17785,266769,266769,0,0,17785,266769,266769,,1,1,0,1,0,0,0,0,0,1,,2,0,0,0,0,2,0,2,0,2,,1234313,1234313,0,1234313,1234313,,1234313,1234313,0,1234313,1234313,Volleyball
224147,1116100,Texas A & M University-Corpus Christi,6300 Ocean Dr.,Corpus Christi,TX,784125719,3,NCAA Division I without football,2267,3684,5951,1,"Public, 4-year or above",1,41,,41,0,6729,275882,0,0,275882,6729,275882,0,0,275882,1,,1,0,1,0,0,0,0,0,1,3,,2,1,2,1,0,0,0,0,3,1125593,,1125593,1125593,0,1125593,1125593,,1125593,1125593,0,1125593,Baseball
224147,1116100,Texas A & M University-Corpus Christi,6300 Ocean Dr.,Corpus Christi,TX,784125719,3,NCAA Division I without football,2267,3684,5951,1,"Public, 4-year or above",2,15,21,15,21,27543,413152,11157,234293,647445,27543,413152,11157,234293,647445,1,1,2,0,2,0,0,0,0,0,2,3,3,4,0,4,0,2,0,2,0,6,1902029,1427578,3329607,1902029,1427578,3329607,1902029,1427578,3329607,1902029,1427578,3329607,Basketball
224147,1116100,Texas A & M University-Corpus Christi,6300 Ocean Dr.,Corpus Christi,TX,784125719,3,NCAA Division I without football,2267,3684,5951,1,"Public, 4-year or above",3,70,60,70,60,2264,158472,2445,146681,305153,2264,158472,2445,146681,305153,1,1,0,2,2,0,0,0,0,0,2,3,3,0,4,4,0,0,2,0,2,6,590278,614110,1204388,590278,614110,1204388,590278,614110,1204388,590278,614110,1204388,Track and Field and Cross Country (combined)
224147,1116100,Texas A & M University-Corpus Christi,6300 Ocean Dr.,Corpus Christi,TX,784125719,3,NCAA Division I without football,2267,3684,5951,1,"Public, 4-year or above",8,,9,0,9,0,0,8882,79938,79938,0,0,8882,79938,79938,,1,1,0,1,0,0,0,0,0,1,,1,0,1,0,1,0,0,0,0,1,,322328,322328,0,322328,322328,,322328,322328,0,322328,322328,Golf
224147,1116100,Texas A & M University-Corpus Christi,6300 Ocean Dr.,Corpus Christi,TX,784125719,3,NCAA Division I without football,2267,3684,5951,1,"Public, 4-year or above",15,,27,0,27,0,0,3875,104637,104637,0,0,3875,104637,104637,,1,1,0,1,0,0,0,0,0,1,,2,1,0,1,0,1,0,1,0,2,,677287,677287,0,677287,677287,,677287,677287,0,677287,677287,Soccer
224147,1116100,Texas A & M University-Corpus Christi,6300 Ocean Dr.,Corpus Christi,TX,784125719,3,NCAA Division I without football,2267,3684,5951,1,"Public, 4-year or above",16,,23,0,23,0,0,5998,137957,137957,0,0,5998,137957,137957,,1,0,0,0,0,1,0,1,0,1,,3,1,2,1,2,0,0,0,0,3,,789674,789674,0,789674,789674,,789674,789674,0,789674,789674,Softball
224147,1116100,Texas A & M University-Corpus Christi,6300 Ocean Dr.,Corpus Christi,TX,784125719,3,NCAA Division I without football,2267,3684,5951,1,"Public, 4-year or above",22,9,8,9,8,8113,73015,10807,86458,159473,8113,73015,10807,86458,159473,1,1,0,2,2,0,0,0,0,0,2,2,2,0,2,2,0,0,2,2,0,4,420352,498934,919286,420352,498934,919286,420352,498934,919286,420352,498934,919286,Tennis
224147,1116100,Texas A & M University-Corpus Christi,6300 Ocean Dr.,Corpus Christi,TX,784125719,3,NCAA Division I without football,2267,3684,5951,1,"Public, 4-year or above",26,,16,0,16,0,0,9353,149653,149653,0,0,9353,149653,149653,,1,1,0,1,0,0,0,0,0,1,,2,0,0,0,0,2,0,2,0,2,,820405,820405,0,820405,820405,,820405,820405,0,820405,820405,Volleyball
224147,1116100,Texas A & M University-Corpus Christi,6300 Ocean Dr.,Corpus Christi,TX,784125719,3,NCAA Division I without football,2267,3684,5951,1,"Public, 4-year or above",32,,17,0,17,0,0,6956,118246,118246,0,0,6956,118246,118246,,1,0,0,0,0,1,0,1,0,1,,2,1,0,1,0,0,1,0,1,2,,474082,474082,0,474082,474082,,474082,474082,0,474082,474082,Beach Volleyball
227368,359900,The University of Texas Rio Grande Valley,1201 W University Dr,Edinburg,TX,785392999,3,NCAA Division I without football,7723,11907,19630,1,"Public, 4-year or above",1,57,,57,0,7855,447723,0,0,447723,7855,447723,0,0,447723,1,,1,0,1,0,0,0,0,0,1,3,,2,1,2,1,0,0,0,0,3,1186179,,1186179,1186179,0,1186179,1186179,,1186179,1186179,0,1186179,Baseball
227368,359900,The University of Texas Rio Grande Valley,1201 W University Dr,Edinburg,TX,785392999,3,NCAA Division I without football,7723,11907,19630,1,"Public, 4-year or above",2,17,17,17,17,30689,521708,25354,431018,952726,30689,521708,25354,431018,952726,1,1,2,0,2,0,0,0,0,0,2,3,3,4,0,4,0,2,0,2,0,6,1858638,1402286,3260924,1858638,1402286,3260924,1858638,1402286,3260924,1858638,1402286,3260924,Basketball
227368,359900,The University of Texas Rio Grande Valley,1201 W University Dr,Edinburg,TX,785392999,3,NCAA Division I without football,7723,11907,19630,1,"Public, 4-year or above",3,63,71,63,71,2297,144726,2702,191846,336572,2297,144726,2702,191846,336572,1,1,0,0,0,0,0,2,2,0,2,3,3,0,4,4,0,0,2,2,0,6,452701,600092,1052793,452701,600092,1052793,452701,600092,1052793,452701,600092,1052793,Track and Field and Cross Country (combined)
227368,359900,The University of Texas Rio Grande Valley,1201 W University Dr,Edinburg,TX,785392999,3,NCAA Division I without football,7723,11907,19630,1,"Public, 4-year or above",8,10,10,10,10,10580,105799,10475,104745,210544,10580,105799,10475,104745,210544,1,1,2,0,2,0,0,0,0,0,2,1,1,0,0,0,0,0,2,2,0,2,287856,331132,618988,287856,331132,618988,287856,331132,618988,287856,331132,618988,Golf
227368,359900,The University of Texas Rio Grande Valley,1201 W University Dr,Edinburg,TX,785392999,3,NCAA Division I without football,7723,11907,19630,1,"Public, 4-year or above",15,26,27,26,27,9508,247202,6937,187294,434496,9508,247202,6937,187294,434496,1,1,2,0,2,0,0,0,0,0,2,2,2,3,0,3,0,1,0,1,0,4,721947,676758,1398705,721947,676758,1398705,721947,676758,1398705,721947,676758,1398705,Soccer
227368,359900,The University of Texas Rio Grande Valley,1201 W University Dr,Edinburg,TX,785392999,3,NCAA Division I without football,7723,11907,19630,1,"Public, 4-year or above",22,9,11,9,11,7816,70342,5095,56042,126384,7816,70342,5095,56042,126384,1,1,2,0,2,0,0,0,0,0,2,2,2,1,1,2,0,1,1,2,0,4,245975,296827,542802,245975,296827,542802,245975,296827,542802,245975,296827,542802,Tennis
227368,359900,The University of Texas Rio Grande Valley,1201 W University Dr,Edinburg,TX,785392999,3,NCAA Division I without football,7723,11907,19630,1,"Public, 4-year or above",26,,14,0,14,0,0,13302,186225,186225,0,0,13302,186225,186225,,1,1,0,1,0,0,0,0,0,1,,2,1,0,1,0,1,0,1,0,2,,782234,782234,0,782234,782234,,782234,782234,0,782234,782234,Volleyball
228769,365600,The University of Texas at Arlington,701 S. Nedderman Dr.,Arlington,TX,76013,3,NCAA Division I without football,8283,10706,18989,1,"Public, 4-year or above",1,39,,39,0,8826,344202,0,0,344202,8826,344202,0,0,344202,1,,1,0,1,0,0,0,0,0,1,2,,2,0,2,0,0,0,0,0,2,1056081,,1056081,1056081,0,1056081,1056081,,1056081,1056081,0,1056081,Baseball
228769,365600,The University of Texas at Arlington,701 S. Nedderman Dr.,Arlington,TX,76013,3,NCAA Division I without football,8283,10706,18989,1,"Public, 4-year or above",2,15,24,15,24,28853,432791,15446,370708,803499,28853,432791,15446,370708,803499,1,1,1,0,1,0,1,0,1,0,2,3,3,5,0,5,0,1,0,1,0,6,2084793,1869199,3953992,2084793,1869199,3953992,2084793,1869199,3953992,2084793,1869199,3953992,Basketball
228769,365600,The University of Texas at Arlington,701 S. Nedderman Dr.,Arlington,TX,76013,3,NCAA Division I without football,8283,10706,18989,1,"Public, 4-year or above",3,92,75,92,75,2108,193913,2572,192937,386850,2108,193913,2572,192937,386850,1,1,0,2,2,0,0,0,0,0,2,4,4,0,6,6,0,0,2,2,0,8,770440,1012566,1783006,770440,1012566,1783006,770440,1012566,1783006,770440,1012566,1783006,Track and Field and Cross Country (combined)
228769,365600,The University of Texas at Arlington,701 S. Nedderman Dr.,Arlington,TX,76013,3,NCAA Division I without football,8283,10706,18989,1,"Public, 4-year or above",8,11,8,11,8,9989,109881,10245,81957,191838,9989,109881,10245,81957,191838,1,1,1,0,1,0,1,0,1,0,2,1,1,0,2,0,2,0,0,0,0,2,338996,324489,663485,338996,324489,663485,338996,324489,663485,338996,324489,663485,Golf
228769,365600,The University of Texas at Arlington,701 S. Nedderman Dr.,Arlington,TX,76013,3,NCAA Division I without football,8283,10706,18989,1,"Public, 4-year or above",16,,26,0,26,0,0,22557,586488,586488,0,0,22557,586488,586488,,1,0,0,0,0,1,0,1,0,1,,2,1,0,1,0,1,0,1,0,2,,881896,881896,0,881896,881896,,881896,881896,0,881896,881896,Softball
228769,365600,The University of Texas at Arlington,701 S. Nedderman Dr.,Arlington,TX,76013,3,NCAA Division I without football,8283,10706,18989,1,"Public, 4-year or above",22,10,10,10,10,7430,74304,9785,97851,172155,7430,74304,9785,97851,172155,1,1,0,2,2,0,0,0,0,0,2,1,1,0,2,2,0,0,0,0,0,2,283983,500023,784006,283983,500023,784006,283983,500023,784006,283983,500023,784006,Tennis
228769,365600,The University of Texas at Arlington,701 S. Nedderman Dr.,Arlington,TX,76013,3,NCAA Division I without football,8283,10706,18989,1,"Public, 4-year or above",26,,19,0,19,0,0,9091,172721,172721,0,0,9091,172721,172721,,1,1,0,1,0,0,0,0,0,1,,2,1,0,1,0,1,0,1,0,2,,929803,929803,0,929803,929803,,929803,929803,0,929803,929803,Volleyball
230737,402700,Utah Valley University,800 W University Parkway,Orem,UT,840585999,3,NCAA Division I without football,9009,8304,17313,1,"Public, 4-year or above",1,39,,39,0,10461,407992,0,0,407992,10461,407992,0,0,407992,1,,1,0,1,0,0,0,0,0,1,2,,2,0,2,0,0,0,0,0,2,1078428,,1078428,1078428,0,1078428,1065863,,1065863,1065863,0,1065863,Baseball
230737,402700,Utah Valley University,800 W University Parkway,Orem,UT,840585999,3,NCAA Division I without football,9009,8304,17313,1,"Public, 4-year or above",2,15,15,15,15,27528,412916,9334,140015,552931,27528,412916,9334,140015,552931,1,1,2,0,2,0,0,0,0,0,2,3,3,3,0,3,0,3,0,3,0,6,1957637,841866,2799503,1957637,841866,2799503,1774103,835358,2609461,1774103,835358,2609461,Basketball
230737,402700,Utah Valley University,800 W University Parkway,Orem,UT,840585999,3,NCAA Division I without football,9009,8304,17313,1,"Public, 4-year or above",3,135,127,135,127,1534,207038,1525,193665,400703,1534,207038,1525,193665,400703,1,1,0,2,2,0,0,0,0,0,2,4,4,0,6,4,2,0,2,2,0,8,684216,719068,1403284,684216,719068,1403284,682037,716890,1398927,682037,716890,1398927,Track and Field and Cross Country (combined)
230737,402700,Utah Valley University,800 W University Parkway,Orem,UT,840585999,3,NCAA Division I without football,9009,8304,17313,1,"Public, 4-year or above",8,11,8,11,8,10587,116457,17648,141181,257638,10587,116457,17648,141181,257638,1,1,1,0,1,0,1,0,1,0,2,1,1,0,2,0,2,0,0,0,0,2,346613,407207,753820,346613,407207,753820,355745,407976,763721,355745,407976,763721,Golf
230737,402700,Utah Valley University,800 W University Parkway,Orem,UT,840585999,3,NCAA Division I without football,9009,8304,17313,1,"Public, 4-year or above",15,32,32,32,32,10046,321469,9488,303623,625092,10046,321469,9488,303623,625092,1,1,2,0,2,0,0,0,0,0,2,3,3,4,1,4,1,1,0,1,0,6,881763,900814,1782577,881763,900814,1782577,914188,956771,1870959,914188,956771,1870959,Soccer
230737,402700,Utah Valley University,800 W University Parkway,Orem,UT,840585999,3,NCAA Division I without football,9009,8304,17313,1,"Public, 4-year or above",16,,24,0,24,0,0,9895,237489,237489,0,0,9895,237489,237489,,1,1,0,1,0,0,0,0,0,1,,2,0,0,0,0,2,0,2,0,2,,807967,807967,0,807967,807967,,807967,807967,0,807967,807967,Softball
230737,402700,Utah Valley University,800 W University Parkway,Orem,UT,840585999,3,NCAA Division I without football,9009,8304,17313,1,"Public, 4-year or above",26,,22,0,22,0,0,7202,158440,158440,0,0,7202,158440,158440,,1,1,0,1,0,0,0,0,0,1,,2,0,2,0,2,0,0,0,0,2,,734112,734112,0,734112,734112,,764477,764477,0,764477,764477,Volleyball
230737,402700,Utah Valley University,800 W University Parkway,Orem,UT,840585999,3,NCAA Division I without football,9009,8304,17313,1,"Public, 4-year or above",28,33,,33,0,6911,228059,0,0,228059,6911,228059,0,0,228059,1,,1,0,1,0,0,0,0,0,1,3,,2,1,2,1,0,0,0,0,3,752592,,752592,752592,0,752592,793237,,793237,793237,0,793237,Wrestling
231174,369600,University of Vermont,85 S Prospect St,Burlington,VT,54050160,3,NCAA Division I without football,4033,6746,10779,1,"Public, 4-year or above",2,17,16,17,16,27350,464957,16747,267950,732907,27350,464957,16747,267950,732907,1,1,1,0,1,0,1,0,1,0,2,3,3,4,0,4,0,2,0,2,0,6,2160550,1371645,3532195,2160550,1371645,3532195,1613660,1705826,3319486,1613660,1705826,3319486,Basketball
231174,369600,University of Vermont,85 S Prospect St,Burlington,VT,54050160,3,NCAA Division I without football,4033,6746,10779,1,"Public, 4-year or above",3,118,164,118,164,778,91859,632,103604,195463,778,91859,632,103604,195463,1,1,0,2,2,0,0,0,0,0,2,4,4,0,6,2,4,0,2,2,0,8,371933,593882,965815,371933,593882,965815,263344,296963,560307,263344,296963,560307,Track and Field and Cross Country (combined)
231174,369600,University of Vermont,85 S Prospect St,Burlington,VT,54050160,3,NCAA Division I without football,4033,6746,10779,1,"Public, 4-year or above",6,,23,0,23,0,0,4797,110329,110329,0,0,4797,110329,110329,,1,0,0,0,0,1,0,1,0,1,,2,0,0,0,0,1,1,1,1,2,,855400,855400,0,855400,855400,,872919,872919,0,872919,872919,Field Hockey
231174,369600,University of Vermont,85 S Prospect St,Burlington,VT,54050160,3,NCAA Division I without football,4033,6746,10779,1,"Public, 4-year or above",10,30,25,30,25,14107,423196,9173,229319,652515,14107,423196,9173,229319,652515,1,1,2,0,2,0,0,0,0,0,2,3,2,3,1,3,1,1,0,1,0,5,2277302,1339808,3617110,2277302,1339808,3617110,2340296,1711768,4052064,2340296,1711768,4052064,Ice Hockey
231174,369600,University of Vermont,85 S Prospect St,Burlington,VT,54050160,3,NCAA Division I without football,4033,6746,10779,1,"Public, 4-year or above",11,53,36,53,36,8040,426103,4947,178086,604189,8040,426103,4947,178086,604189,1,1,1,0,1,0,1,0,1,0,2,3,2,2,1,2,1,2,0,2,0,5,1368743,1043192,2411935,1368743,1043192,2411935,1626824,1153063,2779887,1626824,1153063,2779887,Lacrosse
231174,369600,University of Vermont,85 S Prospect St,Burlington,VT,54050160,3,NCAA Division I without football,4033,6746,10779,1,"Public, 4-year or above",14,15,15,15,15,6426,96386,6426,96386,192772,6426,96386,6426,96386,192772,1,1,0,2,2,0,0,0,0,0,2,5,5,0,10,6,4,0,0,0,0,10,720288,720288,1440576,720288,720288,1440576,624409,624409,1248818,624409,624409,1248818,Skiing
231174,369600,University of Vermont,85 S Prospect St,Burlington,VT,54050160,3,NCAA Division I without football,4033,6746,10779,1,"Public, 4-year or above",15,28,32,28,32,7034,196951,4916,157302,354253,7034,196951,4916,157302,354253,1,1,1,0,1,0,1,0,1,0,2,2,2,2,2,2,2,0,0,0,0,4,782220,864155,1646375,782220,864155,1646375,918156,1029115,1947271,918156,1029115,1947271,Soccer
231174,369600,University of Vermont,85 S Prospect St,Burlington,VT,54050160,3,NCAA Division I without football,4033,6746,10779,1,"Public, 4-year or above",18,,42,0,42,0,0,4329,181825,181825,0,0,4329,181825,181825,,1,1,0,1,0,0,0,0,0,1,,2,1,0,1,0,0,1,0,1,2,,840590,840590,0,840590,840590,,493351,493351,0,493351,493351,Swimming and Diving (combined)
232186,374900,George Mason University,4400 University Dr,Fairfax,VA,220304444,3,NCAA Division I without football,10451,10565,21016,1,"Public, 4-year or above",1,37,,37,0,8726,322873,0,0,322873,8726,322873,0,0,322873,1,,1,0,1,0,0,0,0,0,1,4,,2,2,2,2,0,0,0,0,4,1122935,,1122935,1122935,0,1122935,1122935,,1122935,1122935,0,1122935,Baseball
232186,374900,George Mason University,4400 University Dr,Fairfax,VA,220304444,3,NCAA Division I without football,10451,10565,21016,1,"Public, 4-year or above",2,17,14,17,14,72795,1237519,54257,759602,1997121,72795,1237519,54257,759602,1997121,1,1,1,0,1,0,1,0,1,0,2,3,3,3,0,3,0,3,0,3,0,6,5072246,2895388,7967634,5072246,2895388,7967634,5072246,2895388,7967634,5072246,2895388,7967634,Basketball
232186,374900,George Mason University,4400 University Dr,Fairfax,VA,220304444,3,NCAA Division I without football,10451,10565,21016,1,"Public, 4-year or above",3,130,106,130,106,2330,302835,2330,246927,549762,2330,302835,2330,246927,549762,1,1,0,2,2,0,0,0,0,0,2,7,7,0,10,6,4,0,4,2,2,14,1077397,1240954,2318351,1077397,1240954,2318351,1077397,1240954,2318351,1077397,1240954,2318351,Track and Field and Cross Country (combined)
232186,374900,George Mason University,4400 University Dr,Fairfax,VA,220304444,3,NCAA Division I without football,10451,10565,21016,1,"Public, 4-year or above",8,7,,7,0,11704,81926,0,0,81926,11704,81926,0,0,81926,1,,1,0,1,0,0,0,0,0,1,2,,0,2,0,2,0,0,0,0,2,273846,,273846,273846,0,273846,273846,,273846,273846,0,273846,Golf
232186,374900,George Mason University,4400 University Dr,Fairfax,VA,220304444,3,NCAA Division I without football,10451,10565,21016,1,"Public, 4-year or above",11,,27,0,27,0,0,6108,164925,164925,0,0,6108,164925,164925,,1,0,0,0,0,1,0,1,0,1,,2,1,0,1,0,1,0,1,0,2,,855207,855207,0,855207,855207,,855207,855207,0,855207,855207,Lacrosse
232186,374900,George Mason University,4400 University Dr,Fairfax,VA,220304444,3,NCAA Division I without football,10451,10565,21016,1,"Public, 4-year or above",13,,42,0,42,0,0,3862,162192,162192,0,0,3862,162192,162192,,1,1,0,1,0,0,0,0,0,1,,2,0,0,0,0,2,0,2,0,2,,487238,487238,0,487238,487238,,487238,487238,0,487238,487238,Rowing
232186,374900,George Mason University,4400 University Dr,Fairfax,VA,220304444,3,NCAA Division I without football,10451,10565,21016,1,"Public, 4-year or above",15,20,29,20,29,4734,94679,4435,128617,223296,4734,94679,4435,128617,223296,1,1,1,0,1,0,1,0,1,0,2,2,3,3,1,3,1,1,0,1,0,5,1036440,996623,2033063,1036440,996623,2033063,1036440,996623,2033063,1036440,996623,2033063,Soccer
232186,374900,George Mason University,4400 University Dr,Fairfax,VA,220304444,3,NCAA Division I without football,10451,10565,21016,1,"Public, 4-year or above",16,,23,0,23,0,0,9221,212082,212082,0,0,9221,212082,212082,,1,1,0,1,0,0,0,0,0,1,,2,0,0,0,0,2,0,2,0,2,,716605,716605,0,716605,716605,,716605,716605,0,716605,716605,Softball
232186,374900,George Mason University,4400 University Dr,Fairfax,VA,220304444,3,NCAA Division I without football,10451,10565,21016,1,"Public, 4-year or above",18,32,32,32,32,2343,74979,2343,74979,149958,2343,74979,2343,74979,149958,1,1,0,2,2,0,0,0,0,0,2,3,3,0,6,4,2,0,0,0,0,6,316685,331685,648370,316685,331685,648370,316685,331685,648370,316685,331685,648370,Swimming and Diving (combined)
232186,374900,George Mason University,4400 University Dr,Fairfax,VA,220304444,3,NCAA Division I without football,10451,10565,21016,1,"Public, 4-year or above",22,12,11,12,11,5822,69858,5935,65282,135140,5822,69858,5935,65282,135140,1,1,2,0,2,0,0,0,0,0,2,3,1,0,4,0,4,0,0,0,0,4,228484,227594,456078,228484,227594,456078,228484,227594,456078,228484,227594,456078,Tennis
232186,374900,George Mason University,4400 University Dr,Fairfax,VA,220304444,3,NCAA Division I without football,10451,10565,21016,1,"Public, 4-year or above",26,18,22,18,22,7190,129411,6780,149168,278579,7190,129411,6780,149168,278579,1,1,1,0,1,0,1,0,1,0,2,2,3,2,1,2,1,0,2,0,2,5,482051,927642,1409693,482051,927642,1409693,482051,927642,1409693,482051,927642,1409693,Volleyball
232186,374900,George Mason University,4400 University Dr,Fairfax,VA,220304444,3,NCAA Division I without football,10451,10565,21016,1,"Public, 4-year or above",28,31,,31,0,4323,133998,0,0,133998,4323,133998,0,0,133998,1,,1,0,1,0,0,0,0,0,1,3,,2,1,2,1,0,0,0,0,3,745989,,745989,745989,0,745989,745989,,745989,745989,0,745989,Wrestling
232566,371900,Longwood University,201 High St,Farmville,VA,23909,3,NCAA Division I without football,909,2091,3000,1,"Public, 4-year or above",1,37,,37,0,7260,268635,0,0,268635,7260,268635,0,0,268635,1,,1,0,1,0,0,0,0,0,1,2,,1,1,1,1,0,0,0,0,2,907547,,907547,907547,0,907547,908717,,908717,908717,0,908717,Baseball
232566,371900,Longwood University,201 High St,Farmville,VA,23909,3,NCAA Division I without football,909,2091,3000,1,"Public, 4-year or above",2,16,18,16,18,32104,513665,17347,312239,825904,32104,513665,17347,312239,825904,1,1,1,0,1,0,1,0,1,0,2,3,3,3,0,3,0,3,0,3,0,6,2429314,1348524,3777838,2429314,1348524,3777838,2171326,1442712,3614038,2171326,1442712,3614038,Basketball
232566,371900,Longwood University,201 High St,Farmville,VA,23909,3,NCAA Division I without football,909,2091,3000,1,"Public, 4-year or above",6,,25,0,25,0,0,4429,110726,110726,0,0,4429,110726,110726,,1,1,0,1,0,0,0,0,0,1,,2,0,0,0,0,1,1,1,1,2,,631506,631506,0,631506,631506,,611223,611223,0,611223,611223,Field Hockey
232566,371900,Longwood University,201 High St,Farmville,VA,23909,3,NCAA Division I without football,909,2091,3000,1,"Public, 4-year or above",8,9,8,9,8,6129,55157,8272,66178,121335,6129,55157,8272,66178,121335,1,1,1,0,1,0,1,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,245885,337753,583638,245885,337753,583638,274487,363540,638027,274487,363540,638027,Golf
232566,371900,Longwood University,201 High St,Farmville,VA,23909,3,NCAA Division I without football,909,2091,3000,1,"Public, 4-year or above",11,,24,0,24,0,0,4043,97020,97020,0,0,4043,97020,97020,,1,0,0,0,0,1,0,1,0,1,,0,0,0,0,0,0,0,0,0,0,,403457,403457,0,403457,403457,,406056,406056,0,406056,406056,Lacrosse
232566,371900,Longwood University,201 High St,Farmville,VA,23909,3,NCAA Division I without football,909,2091,3000,1,"Public, 4-year or above",15,40,29,40,29,2145,85798,3748,108689,194487,2145,85798,3748,108689,194487,1,1,2,0,2,0,0,0,0,0,2,0,1,1,0,1,0,0,0,0,0,1,426329,635321,1061650,426329,635321,1061650,489365,658727,1148092,489365,658727,1148092,Soccer
