unitid,OPEID,institution_name,addr1_txt,city_txt,state_cd,zip_text,ClassificationCode,classification_name,EFMaleCount,EFFemaleCount,EFTotalCount,sector_cd,sector_name,SPORTSCODE,PARTIC_MEN,PARTIC_WOMEN,SUM_PARTIC_MEN,SUM_PARTIC_WOMEN,OPEXPPERPART_MEN,OPEXPPERTEAM_MEN,OPEXPPERPART_WOMEN,OPEXPPERTEAM_WOMEN,TOTAL_OPEXP_MENWOMEN,SUM_OPEXPPERPART_MEN,SUM_OPEXPPERTEAM_MEN,SUM_OPEXPPERPART_WOMEN,SUM_OPEXPPERTEAM_WOMEN,TOTAL_OPEXP_INCLCOED,MEN_TOTAL_HEADCOACH,WOMEN_TOTAL_HDCOACH,SUM_FTHDCOACH_MALE,SUM_PTHDCOACH_MALE,SUM_FTUNIVEMP_MALE,SUM_PTUNIVEMP_MALE,SUM_FTHDCOACH_FEM,SUM_PTHDCOACH_FEM,SUM_FTUNIVEMP_FEM,SUM_PTUNIVEMP_FEM,SUM_TOTAL_HDCOACH,MEN_TOTAL_ASSTCOACH,WOMEN_TOTAL_ASTCOACH,SUM_FTASCOACH_MALE,SUM_PTASCOACH_MALE,SUM_FTACUNIVEMP_MALE,SUM_PTACUNIVEMP_MALE,SUM_FTASCOACH_FEM,SUM_PTASCOACH_FEM,SUM_FTACUNIVEMP_FEM,SUM_PTACUNIVEMP_FEM,SUM_TOTAL_ASSTCOACH,REV_MEN,REV_WOMEN,TOTAL_REV_MENWOMEN,REVENUE_MENALL,REVENUE_WOMENALL,TOTAL_REVENUE_ALL,EXP_MEN,EXP_WOMEN,TOTAL_EXP_MENWOMEN,EXPENSE_MENALL,EXPENSE_WOMENALL,TOTAL_EXPENSE_ALL,Sports
121150,1014900,Pepperdine University,24255 Pacific Coast Hwy,Malibu,CA,90263,3,NCAA Division I without football,1443,1984,3427,2,"Private nonprofit, 4-year or above",15,,28,0,28,0,0,9288,260061,260061,0,0,9288,260061,260061,,1,1,0,1,0,0,0,0,0,1,,3,1,1,1,1,1,0,1,0,3,,1750390,1750390,0,1750390,1750390,,1750390,1750390,0,1750390,1750390,Soccer
121150,1014900,Pepperdine University,24255 Pacific Coast Hwy,Malibu,CA,90263,3,NCAA Division I without football,1443,1984,3427,2,"Private nonprofit, 4-year or above",18,,26,0,26,0,0,4831,125614,125614,0,0,4831,125614,125614,,1,0,0,0,0,1,0,1,0,1,,2,0,0,0,0,1,1,1,1,2,,332713,332713,0,332713,332713,,332713,332713,0,332713,332713,Swimming and Diving (combined)
121150,1014900,Pepperdine University,24255 Pacific Coast Hwy,Malibu,CA,90263,3,NCAA Division I without football,1443,1984,3427,2,"Private nonprofit, 4-year or above",22,10,8,10,8,30158,301582,32622,260976,562558,30158,301582,32622,260976,562558,1,1,2,0,2,0,0,0,0,0,2,2,2,2,2,2,2,0,0,0,0,4,1036790,1382124,2418914,1036790,1382124,2418914,1036790,1382124,2418914,1036790,1382124,2418914,Tennis
121150,1014900,Pepperdine University,24255 Pacific Coast Hwy,Malibu,CA,90263,3,NCAA Division I without football,1443,1984,3427,2,"Private nonprofit, 4-year or above",24,16,,16,0,3386,54172,0,0,54172,3386,54172,0,0,54172,1,,0,0,0,0,0,1,1,0,1,2,,0,2,1,1,0,0,0,0,2,87843,,87843,87843,0,87843,87843,,87843,87843,0,87843,Track and Field (Outdoor)
121150,1014900,Pepperdine University,24255 Pacific Coast Hwy,Malibu,CA,90263,3,NCAA Division I without football,1443,1984,3427,2,"Private nonprofit, 4-year or above",25,12,,12,0,4054,48650,0,0,48650,4054,48650,0,0,48650,1,,0,0,0,0,0,1,1,0,1,1,,0,1,1,0,0,0,0,0,1,201385,,201385,201385,0,201385,201385,,201385,201385,0,201385,Cross Country
121150,1014900,Pepperdine University,24255 Pacific Coast Hwy,Malibu,CA,90263,3,NCAA Division I without football,1443,1984,3427,2,"Private nonprofit, 4-year or above",26,28,17,28,17,5017,140465,14550,247345,387810,5017,140465,14550,247345,387810,1,1,2,0,2,0,0,0,0,0,2,3,3,3,2,3,2,1,0,1,0,6,1052867,1663715,2716582,1052867,1663715,2716582,1052867,1663715,2716582,1052867,1663715,2716582,Volleyball
121150,1014900,Pepperdine University,24255 Pacific Coast Hwy,Malibu,CA,90263,3,NCAA Division I without football,1443,1984,3427,2,"Private nonprofit, 4-year or above",27,27,,27,0,4776,128951,0,0,128951,4776,128951,0,0,128951,1,,1,0,1,0,0,0,0,0,1,3,,2,1,2,1,0,0,0,0,3,886382,,886382,886382,0,886382,886382,,886382,886382,0,886382,Water Polo
121150,1014900,Pepperdine University,24255 Pacific Coast Hwy,Malibu,CA,90263,3,NCAA Division I without football,1443,1984,3427,2,"Private nonprofit, 4-year or above",32,,22,0,22,0,0,8618,189589,189589,0,0,8618,189589,189589,,1,1,0,1,0,0,0,0,0,1,,2,0,0,0,0,1,1,1,1,2,,860958,860958,0,860958,860958,,860958,860958,0,860958,860958,Beach Volleyball
122612,132500,University of San Francisco,2130 Fulton St,San Francisco,CA,941171080,3,NCAA Division I without football,1999,3729,5728,2,"Private nonprofit, 4-year or above",1,38,,38,0,8900,338198,0,0,338198,8900,338198,0,0,338198,1,,1,0,1,0,0,0,0,0,1,3,,2,1,2,1,0,0,0,0,3,1828645,,1828645,1828645,0,1828645,1828645,,1828645,1828645,0,1828645,Baseball
122612,132500,University of San Francisco,2130 Fulton St,San Francisco,CA,941171080,3,NCAA Division I without football,1999,3729,5728,2,"Private nonprofit, 4-year or above",2,17,17,17,17,61940,1052981,38606,656306,1709287,61940,1052981,38606,656306,1709287,1,1,1,0,1,0,1,0,1,0,2,4,4,5,2,5,2,1,0,1,0,8,5171965,2949056,8121021,5171965,2949056,8121021,5171965,2949056,8121021,5171965,2949056,8121021,Basketball
122612,132500,University of San Francisco,2130 Fulton St,San Francisco,CA,941171080,3,NCAA Division I without football,1999,3729,5728,2,"Private nonprofit, 4-year or above",3,,71,0,71,0,0,1848,131177,131177,0,0,1848,131177,131177,,1,0,1,1,0,0,0,0,0,1,,3,1,1,2,0,0,1,0,1,3,,1462216,1462216,0,1462216,1462216,,1462216,1462216,0,1462216,1462216,Track and Field and Cross Country (combined)
122612,132500,University of San Francisco,2130 Fulton St,San Francisco,CA,941171080,3,NCAA Division I without football,1999,3729,5728,2,"Private nonprofit, 4-year or above",8,7,7,7,7,27470,192293,11689,81820,274113,27470,192293,11689,81820,274113,1,1,1,0,1,0,1,0,1,0,2,1,1,0,2,2,0,0,0,0,0,2,747287,626337,1373624,747287,626337,1373624,747287,626337,1373624,747287,626337,1373624,Golf
122612,132500,University of San Francisco,2130 Fulton St,San Francisco,CA,941171080,3,NCAA Division I without football,1999,3729,5728,2,"Private nonprofit, 4-year or above",15,27,29,27,29,5374,145088,4072,118087,263175,5374,145088,4072,118087,263175,1,1,2,0,2,0,0,0,0,0,2,2,3,3,1,3,1,1,0,1,0,5,1224961,1585459,2810420,1224961,1585459,2810420,1224961,1585459,2810420,1224961,1585459,2810420,Soccer
122612,132500,University of San Francisco,2130 Fulton St,San Francisco,CA,941171080,3,NCAA Division I without football,1999,3729,5728,2,"Private nonprofit, 4-year or above",22,7,11,7,11,10950,76647,7301,80309,156956,10950,76647,7301,80309,156956,1,1,2,0,2,0,0,0,0,0,2,1,1,1,1,1,1,0,0,0,0,2,526750,862252,1389002,526750,862252,1389002,526750,862252,1389002,526750,862252,1389002,Tennis
122612,132500,University of San Francisco,2130 Fulton St,San Francisco,CA,941171080,3,NCAA Division I without football,1999,3729,5728,2,"Private nonprofit, 4-year or above",25,10,,10,0,3422,34220,0,0,34220,3422,34220,0,0,34220,1,,0,1,1,0,0,0,0,0,1,1,,0,1,1,0,0,0,0,0,1,336571,,336571,336571,0,336571,336571,,336571,336571,0,336571,Cross Country
122612,132500,University of San Francisco,2130 Fulton St,San Francisco,CA,941171080,3,NCAA Division I without football,1999,3729,5728,2,"Private nonprofit, 4-year or above",26,,17,0,17,0,0,4639,78857,78857,0,0,4639,78857,78857,,1,0,1,1,0,0,0,0,0,1,,2,0,1,1,0,0,1,1,0,2,,1152345,1152345,0,1152345,1152345,,1152345,1152345,0,1152345,1152345,Volleyball
122612,132500,University of San Francisco,2130 Fulton St,San Francisco,CA,941171080,3,NCAA Division I without football,1999,3729,5728,2,"Private nonprofit, 4-year or above",29,,10,0,10,0,0,4847,48474,48474,0,0,4847,48474,48474,,1,0,0,0,0,1,0,1,0,1,,1,0,0,0,0,0,1,0,1,1,,416820,416820,0,416820,416820,,416820,416820,0,416820,416820,Other Sports
122612,132500,University of San Francisco,2130 Fulton St,San Francisco,CA,941171080,3,NCAA Division I without football,1999,3729,5728,2,"Private nonprofit, 4-year or above",32,,12,0,12,0,0,2059,24710,24710,0,0,2059,24710,24710,,1,0,1,1,0,0,0,0,0,1,,2,0,1,1,0,0,1,1,0,2,,248989,248989,0,248989,248989,,248989,248989,0,248989,248989,Beach Volleyball
122931,132600,Santa Clara University,500 El Camino Real,Santa Clara,CA,95053,3,NCAA Division I without football,3030,2743,5773,2,"Private nonprofit, 4-year or above",1,42,,42,0,9418,395569,0,0,395569,9418,395569,0,0,395569,1,,1,0,1,0,0,0,0,0,1,3,,2,1,2,1,0,0,0,0,3,2039501,,2039501,2039501,0,2039501,2039501,,2039501,2039501,0,2039501,Baseball
122931,132600,Santa Clara University,500 El Camino Real,Santa Clara,CA,95053,3,NCAA Division I without football,3030,2743,5773,2,"Private nonprofit, 4-year or above",2,14,15,14,15,52116,729620,22745,341179,1070799,52116,729620,22745,341179,1070799,1,1,2,0,2,0,0,0,0,0,2,3,3,4,0,4,0,2,0,2,0,6,4997998,2695020,7693018,4997998,2695020,7693018,4997998,2695020,7693018,4997998,2695020,7693018,Basketball
122931,132600,Santa Clara University,500 El Camino Real,Santa Clara,CA,95053,3,NCAA Division I without football,3030,2743,5773,2,"Private nonprofit, 4-year or above",8,11,13,11,13,6321,69526,7103,92333,161859,6321,69526,7103,92333,161859,1,1,1,0,1,0,1,0,1,0,2,1,0,0,1,0,1,0,0,0,0,1,568912,414601,983513,568912,414601,983513,568912,414601,983513,568912,414601,983513,Golf
122931,132600,Santa Clara University,500 El Camino Real,Santa Clara,CA,95053,3,NCAA Division I without football,3030,2743,5773,2,"Private nonprofit, 4-year or above",13,43,23,43,23,1726,74228,1581,36374,110602,1726,74228,1581,36374,110602,1,1,2,0,2,0,0,0,0,0,2,2,0,0,0,0,0,0,2,0,2,2,328923,96455,425378,328923,96455,425378,328923,96455,425378,328923,96455,425378,Rowing
122931,132600,Santa Clara University,500 El Camino Real,Santa Clara,CA,95053,3,NCAA Division I without football,3030,2743,5773,2,"Private nonprofit, 4-year or above",15,29,31,29,31,4609,133664,9939,308118,441782,4609,133664,9939,308118,441782,1,1,2,0,2,0,0,0,0,0,2,3,3,4,1,4,1,0,1,0,1,6,1524223,2447153,3971376,1524223,2447153,3971376,1524223,2447153,3971376,1524223,2447153,3971376,Soccer
122931,132600,Santa Clara University,500 El Camino Real,Santa Clara,CA,95053,3,NCAA Division I without football,3030,2743,5773,2,"Private nonprofit, 4-year or above",16,,21,0,21,0,0,5425,113915,113915,0,0,5425,113915,113915,,1,0,0,0,0,1,0,1,0,1,,3,0,0,0,0,0,3,0,3,3,,753549,753549,0,753549,753549,,753549,753549,0,753549,753549,Softball
122931,132600,Santa Clara University,500 El Camino Real,Santa Clara,CA,95053,3,NCAA Division I without football,3030,2743,5773,2,"Private nonprofit, 4-year or above",22,8,10,8,10,6882,55057,4707,47070,102127,6882,55057,4707,47070,102127,1,1,2,0,2,0,0,0,0,0,2,1,1,0,1,0,1,0,1,0,1,2,525483,512140,1037623,525483,512140,1037623,525483,512140,1037623,525483,512140,1037623,Tennis
122931,132600,Santa Clara University,500 El Camino Real,Santa Clara,CA,95053,3,NCAA Division I without football,3030,2743,5773,2,"Private nonprofit, 4-year or above",24,46,52,46,52,988,45461,1212,63022,108483,988,45461,1212,63022,108483,1,1,0,2,2,0,0,0,0,0,2,2,2,0,2,2,0,0,2,0,2,4,98510,117492,216002,98510,117492,216002,98510,117492,216002,98510,117492,216002,Track and Field (Outdoor)
122931,132600,Santa Clara University,500 El Camino Real,Santa Clara,CA,95053,3,NCAA Division I without football,3030,2743,5773,2,"Private nonprofit, 4-year or above",25,23,26,23,26,1244,28610,675,17542,46152,1244,28610,675,17542,46152,1,1,0,2,2,0,0,0,0,0,2,2,2,0,2,2,0,0,2,0,2,4,706963,226069,933032,706963,226069,933032,706963,226069,933032,706963,226069,933032,Cross Country
122931,132600,Santa Clara University,500 El Camino Real,Santa Clara,CA,95053,3,NCAA Division I without football,3030,2743,5773,2,"Private nonprofit, 4-year or above",26,,17,0,17,0,0,7143,121435,121435,0,0,7143,121435,121435,,1,0,0,0,0,1,0,1,0,1,,4,0,1,1,0,0,3,0,3,4,,1430359,1430359,0,1430359,1430359,,1430359,1430359,0,1430359,1430359,Volleyball
122931,132600,Santa Clara University,500 El Camino Real,Santa Clara,CA,95053,3,NCAA Division I without football,3030,2743,5773,2,"Private nonprofit, 4-year or above",27,32,24,32,24,2908,93048,2718,65232,158280,2908,93048,2718,65232,158280,1,1,0,1,1,0,0,1,1,0,2,1,1,0,0,0,0,0,2,2,0,2,353717,257766,611483,353717,257766,611483,353717,257766,611483,353717,257766,611483,Water Polo
122931,132600,Santa Clara University,500 El Camino Real,Santa Clara,CA,95053,3,NCAA Division I without football,3030,2743,5773,2,"Private nonprofit, 4-year or above",32,,15,0,15,0,0,1649,24740,24740,0,0,1649,24740,24740,,1,0,0,0,0,0,1,1,0,1,,2,0,1,1,0,0,1,0,1,2,,229452,229452,0,229452,229452,,229452,229452,0,229452,229452,Beach Volleyball
123554,130200,Saint Mary's College of California,1928 Saint Marys Road,Moraga,CA,94575,3,NCAA Division I without football,831,1153,1984,2,"Private nonprofit, 4-year or above",1,42,,42,0,9374,393723,0,0,393723,9374,393723,0,0,393723,1,,1,0,1,0,0,0,0,0,1,3,,2,1,2,1,0,0,0,0,3,1798211,,1798211,1798211,0,1798211,1798211,,1798211,1798211,0,1798211,Baseball
123554,130200,Saint Mary's College of California,1928 Saint Marys Road,Moraga,CA,94575,3,NCAA Division I without football,831,1153,1984,2,"Private nonprofit, 4-year or above",2,16,19,16,19,76093,1217481,23869,453505,1670986,76093,1217481,23869,453505,1670986,1,1,2,0,2,0,0,0,0,0,2,3,3,3,0,3,0,3,0,3,0,6,5077952,1870218,6948170,5077952,1870218,6948170,5077952,1870218,6948170,5077952,1870218,6948170,Basketball
123554,130200,Saint Mary's College of California,1928 Saint Marys Road,Moraga,CA,94575,3,NCAA Division I without football,831,1153,1984,2,"Private nonprofit, 4-year or above",8,13,,13,0,18218,236839,0,0,236839,18218,236839,0,0,236839,1,,1,0,1,0,0,0,0,0,1,1,,0,1,0,1,0,0,0,0,1,682099,,682099,682099,0,682099,682099,,682099,682099,0,682099,Golf
123554,130200,Saint Mary's College of California,1928 Saint Marys Road,Moraga,CA,94575,3,NCAA Division I without football,831,1153,1984,2,"Private nonprofit, 4-year or above",13,,40,0,40,0,0,2722,108885,108885,0,0,2722,108885,108885,,1,0,0,0,0,1,0,1,0,1,,2,0,0,0,0,1,1,1,1,2,,634132,634132,0,634132,634132,,634132,634132,0,634132,634132,Rowing
123554,130200,Saint Mary's College of California,1928 Saint Marys Road,Moraga,CA,94575,3,NCAA Division I without football,831,1153,1984,2,"Private nonprofit, 4-year or above",15,30,36,30,36,5972,179170,5234,188411,367581,5972,179170,5234,188411,367581,1,1,1,0,1,0,1,0,1,0,2,3,3,2,2,2,2,2,0,2,0,6,1268708,1448312,2717020,1268708,1448312,2717020,1268708,1448312,2717020,1268708,1448312,2717020,Soccer
123554,130200,Saint Mary's College of California,1928 Saint Marys Road,Moraga,CA,94575,3,NCAA Division I without football,831,1153,1984,2,"Private nonprofit, 4-year or above",16,,27,0,27,0,0,8774,236901,236901,0,0,8774,236901,236901,,1,0,0,0,0,1,0,1,0,1,,2,0,1,0,1,1,0,1,0,2,,1038335,1038335,0,1038335,1038335,,1038335,1038335,0,1038335,1038335,Softball
123554,130200,Saint Mary's College of California,1928 Saint Marys Road,Moraga,CA,94575,3,NCAA Division I without football,831,1153,1984,2,"Private nonprofit, 4-year or above",22,8,10,8,10,12104,96833,10847,108467,205300,12104,96833,10847,108467,205300,1,1,2,0,2,0,0,0,0,0,2,2,2,0,2,0,2,1,1,1,1,4,573232,697336,1270568,573232,697336,1270568,573232,697336,1270568,573232,697336,1270568,Tennis
123554,130200,Saint Mary's College of California,1928 Saint Marys Road,Moraga,CA,94575,3,NCAA Division I without football,831,1153,1984,2,"Private nonprofit, 4-year or above",24,25,31,25,31,803,20075,943,29237,49312,803,20075,943,29237,49312,1,1,0,2,2,0,0,0,0,0,2,1,1,0,2,2,0,0,0,0,0,2,42364,51952,94316,42364,51952,94316,42364,51952,94316,42364,51952,94316,Track and Field (Outdoor)
123554,130200,Saint Mary's College of California,1928 Saint Marys Road,Moraga,CA,94575,3,NCAA Division I without football,831,1153,1984,2,"Private nonprofit, 4-year or above",25,27,31,27,31,1411,38084,1179,36547,74631,1411,38084,1179,36547,74631,1,1,0,2,2,0,0,0,0,0,2,2,2,0,4,2,2,0,0,0,0,4,170594,494139,664733,170594,494139,664733,170594,494139,664733,170594,494139,664733,Cross Country
123554,130200,Saint Mary's College of California,1928 Saint Marys Road,Moraga,CA,94575,3,NCAA Division I without football,831,1153,1984,2,"Private nonprofit, 4-year or above",26,,16,0,16,0,0,8593,137491,137491,0,0,8593,137491,137491,,1,1,0,1,0,0,0,0,0,1,,2,1,0,1,0,1,0,1,0,2,,1052624,1052624,0,1052624,1052624,,1052624,1052624,0,1052624,1052624,Volleyball
123554,130200,Saint Mary's College of California,1928 Saint Marys Road,Moraga,CA,94575,3,NCAA Division I without football,831,1153,1984,2,"Private nonprofit, 4-year or above",32,,18,0,18,0,0,2953,53161,53161,0,0,2953,53161,53161,,1,0,1,1,0,0,0,0,0,1,,2,0,1,0,1,0,1,0,1,2,,56582,56582,0,56582,56582,,56582,56582,0,56582,56582,Beach Volleyball
127060,137100,University of Denver,2199 S. University Blvd,Denver,CO,80208,3,NCAA Division I without football,2428,3003,5431,2,"Private nonprofit, 4-year or above",2,15,14,15,14,32609,489129,26322,368511,857640,32609,489129,26322,368511,857640,1,1,1,0,1,0,1,0,1,0,2,3,3,3,0,3,0,3,0,3,0,6,2531021,2050234,4581255,2531021,2050234,4581255,2531021,2050234,4581255,2531021,2050234,4581255,Basketball
127060,137100,University of Denver,2199 S. University Blvd,Denver,CO,80208,3,NCAA Division I without football,2428,3003,5431,2,"Private nonprofit, 4-year or above",8,8,8,8,8,19342,154732,18775,150200,304932,19342,154732,18775,150200,304932,1,1,1,0,1,0,1,0,1,0,2,1,2,1,0,1,0,1,1,1,1,3,671674,777354,1449028,671674,777354,1449028,671674,777354,1449028,671674,777354,1449028,Golf
127060,137100,University of Denver,2199 S. University Blvd,Denver,CO,80208,3,NCAA Division I without football,2428,3003,5431,2,"Private nonprofit, 4-year or above",9,,16,0,16,0,0,11899,190381,190381,0,0,11899,190381,190381,,1,0,0,0,0,1,0,1,0,1,,2,2,0,2,0,0,0,0,0,2,,1976454,1976454,0,1976454,1976454,,1976454,1976454,0,1976454,1976454,Gymnastics
127060,137100,University of Denver,2199 S. University Blvd,Denver,CO,80208,3,NCAA Division I without football,2428,3003,5431,2,"Private nonprofit, 4-year or above",10,26,,26,0,40669,1057395,0,0,1057395,40669,1057395,0,0,1057395,1,,1,0,1,0,0,0,0,0,1,3,,2,1,2,1,0,0,0,0,3,4108526,,4108526,4108526,0,4108526,4108526,,4108526,4108526,0,4108526,Ice Hockey
127060,137100,University of Denver,2199 S. University Blvd,Denver,CO,80208,3,NCAA Division I without football,2428,3003,5431,2,"Private nonprofit, 4-year or above",11,58,36,58,36,10113,586573,13630,490683,1077256,10113,586573,13630,490683,1077256,1,1,1,0,1,0,1,0,1,0,2,3,3,3,1,3,1,1,1,1,1,6,2131593,1648452,3780045,2131593,1648452,3780045,2131593,1648452,3780045,2131593,1648452,3780045,Lacrosse
127060,137100,University of Denver,2199 S. University Blvd,Denver,CO,80208,3,NCAA Division I without football,2428,3003,5431,2,"Private nonprofit, 4-year or above",14,14,13,14,13,9242,129386,9242,120145,249531,9242,129386,9242,120145,249531,1,1,0,2,2,0,0,0,0,0,2,3,3,0,2,2,0,0,4,4,0,6,842469,842470,1684939,842469,842470,1684939,842469,842470,1684939,842469,842470,1684939,Skiing
127060,137100,University of Denver,2199 S. University Blvd,Denver,CO,80208,3,NCAA Division I without football,2428,3003,5431,2,"Private nonprofit, 4-year or above",15,32,33,32,33,14938,478018,7403,244300,722318,14938,478018,7403,244300,722318,1,1,2,0,2,0,0,0,0,0,2,3,3,4,1,4,1,0,1,0,1,6,1881572,1676184,3557756,1881572,1676184,3557756,1881572,1676184,3557756,1881572,1676184,3557756,Soccer
127060,137100,University of Denver,2199 S. University Blvd,Denver,CO,80208,3,NCAA Division I without football,2428,3003,5431,2,"Private nonprofit, 4-year or above",18,22,34,22,34,8020,176437,8020,272677,449114,8020,176437,8020,272677,449114,1,1,0,0,0,0,0,2,2,0,2,7,7,0,10,4,6,0,4,0,4,14,1214596,1214596,2429192,1214596,1214596,2429192,1214596,1214596,2429192,1214596,1214596,2429192,Swimming and Diving (combined)
127060,137100,University of Denver,2199 S. University Blvd,Denver,CO,80208,3,NCAA Division I without football,2428,3003,5431,2,"Private nonprofit, 4-year or above",22,9,8,9,8,15863,142769,17040,136322,279091,15863,142769,17040,136322,279091,1,1,2,0,2,0,0,0,0,0,2,2,2,1,1,1,1,1,1,1,1,4,684978,865207,1550185,684978,865207,1550185,684978,865207,1550185,684978,865207,1550185,Tennis
127060,137100,University of Denver,2199 S. University Blvd,Denver,CO,80208,3,NCAA Division I without football,2428,3003,5431,2,"Private nonprofit, 4-year or above",26,,16,0,16,0,0,13984,223746,223746,0,0,13984,223746,223746,,1,1,0,1,0,0,0,0,0,1,,3,0,1,0,1,2,0,2,0,3,,1403733,1403733,0,1403733,1403733,,1403733,1403733,0,1403733,1403733,Volleyball
127060,137100,University of Denver,2199 S. University Blvd,Denver,CO,80208,3,NCAA Division I without football,2428,3003,5431,2,"Private nonprofit, 4-year or above",29,,9,0,9,0,0,5954,53588,53588,0,0,5954,53588,53588,,1,0,0,0,0,1,0,1,0,1,,2,0,1,0,1,0,1,0,1,2,,273325,273325,0,273325,273325,,273325,273325,0,273325,273325,Other Sports
129242,138500,Fairfield University,1073 N Benson Rd,Fairfield,CT,68245195,3,NCAA Division I without football,1872,2613,4485,2,"Private nonprofit, 4-year or above",1,37,,37,0,6013,222469,0,0,222469,6013,222469,0,0,222469,1,,1,0,1,0,0,0,0,0,1,3,,2,1,2,1,0,0,0,0,3,1043559,,1043559,1043559,0,1043559,1043559,,1043559,1043559,0,1043559,Baseball
129242,138500,Fairfield University,1073 N Benson Rd,Fairfield,CT,68245195,3,NCAA Division I without football,1872,2613,4485,2,"Private nonprofit, 4-year or above",2,14,16,14,16,51499,720989,35037,560593,1281582,51499,720989,35037,560593,1281582,1,1,2,0,2,0,0,0,0,0,2,3,3,4,0,4,0,2,0,2,0,6,3007008,2648457,5655465,3007008,2648457,5655465,3007008,2648457,5655465,3007008,2648457,5655465,Basketball
129242,138500,Fairfield University,1073 N Benson Rd,Fairfield,CT,68245195,3,NCAA Division I without football,1872,2613,4485,2,"Private nonprofit, 4-year or above",6,,29,0,29,0,0,2672,77477,77477,0,0,2672,77477,77477,,1,0,0,0,0,1,0,1,0,1,,3,0,2,0,2,0,1,0,1,3,,738088,738088,0,738088,738088,,738088,738088,0,738088,738088,Field Hockey
129242,138500,Fairfield University,1073 N Benson Rd,Fairfield,CT,68245195,3,NCAA Division I without football,1872,2613,4485,2,"Private nonprofit, 4-year or above",8,10,8,10,8,10211,102111,9289,74311,176422,10211,102111,9289,74311,176422,1,1,0,2,2,0,0,0,0,0,2,1,1,0,0,0,0,0,2,0,2,2,202818,204303,407121,202818,204303,407121,202818,204303,407121,202818,204303,407121,Golf
129242,138500,Fairfield University,1073 N Benson Rd,Fairfield,CT,68245195,3,NCAA Division I without football,1872,2613,4485,2,"Private nonprofit, 4-year or above",11,57,41,57,41,2929,166963,4891,200549,367512,2929,166963,4891,200549,367512,1,1,1,0,1,0,1,0,1,0,2,3,2,2,1,2,1,2,0,2,0,5,1638679,1003726,2642405,1638679,1003726,2642405,1638679,1003726,2642405,1638679,1003726,2642405,Lacrosse
129242,138500,Fairfield University,1073 N Benson Rd,Fairfield,CT,68245195,3,NCAA Division I without football,1872,2613,4485,2,"Private nonprofit, 4-year or above",13,34,56,34,56,2505,85178,1446,80972,166150,2505,85178,1446,80972,166150,1,1,0,2,2,0,0,0,0,0,2,2,2,0,2,0,2,0,2,0,2,4,163080,209850,372930,163080,209850,372930,163080,209850,372930,163080,209850,372930,Rowing
129242,138500,Fairfield University,1073 N Benson Rd,Fairfield,CT,68245195,3,NCAA Division I without football,1872,2613,4485,2,"Private nonprofit, 4-year or above",15,27,34,27,34,3621,97777,2186,74311,172088,3621,97777,2186,74311,172088,1,1,2,0,2,0,0,0,0,0,2,2,3,1,3,1,3,1,0,1,0,5,1041313,1212976,2254289,1041313,1212976,2254289,1041313,1212976,2254289,1041313,1212976,2254289,Soccer
129242,138500,Fairfield University,1073 N Benson Rd,Fairfield,CT,68245195,3,NCAA Division I without football,1872,2613,4485,2,"Private nonprofit, 4-year or above",16,,20,0,20,0,0,5678,113550,113550,0,0,5678,113550,113550,,1,0,0,0,0,1,0,1,0,1,,3,0,0,0,0,0,3,0,3,3,,761898,761898,0,761898,761898,,761898,761898,0,761898,761898,Softball
129242,138500,Fairfield University,1073 N Benson Rd,Fairfield,CT,68245195,3,NCAA Division I without football,1872,2613,4485,2,"Private nonprofit, 4-year or above",18,24,30,24,30,2726,65414,2103,63076,128490,2726,65414,2103,63076,128490,1,1,0,2,2,0,0,0,0,0,2,2,2,0,4,0,4,0,0,0,0,4,293528,316233,609761,293528,316233,609761,293528,316233,609761,293528,316233,609761,Swimming and Diving (combined)
129242,138500,Fairfield University,1073 N Benson Rd,Fairfield,CT,68245195,3,NCAA Division I without football,1872,2613,4485,2,"Private nonprofit, 4-year or above",22,9,10,9,10,6152,55364,5612,56120,111484,6152,55364,5612,56120,111484,1,1,0,2,2,0,0,0,0,0,2,1,1,0,2,0,2,0,0,0,0,2,250350,333767,584117,250350,333767,584117,250350,333767,584117,250350,333767,584117,Tennis
129242,138500,Fairfield University,1073 N Benson Rd,Fairfield,CT,68245195,3,NCAA Division I without football,1872,2613,4485,2,"Private nonprofit, 4-year or above",25,14,15,14,15,1892,26482,1778,26672,53154,1892,26482,1778,26672,53154,1,1,0,2,0,2,0,0,0,0,2,1,1,0,2,0,2,0,0,0,0,2,64937,83155,148092,64937,83155,148092,64937,83155,148092,64937,83155,148092,Cross Country
129242,138500,Fairfield University,1073 N Benson Rd,Fairfield,CT,68245195,3,NCAA Division I without football,1872,2613,4485,2,"Private nonprofit, 4-year or above",26,,21,0,21,0,0,11009,231199,231199,0,0,11009,231199,231199,,1,1,0,1,0,0,0,0,0,1,,1,0,0,0,0,1,0,1,0,1,,1277863,1277863,0,1277863,1277863,,1277863,1277863,0,1277863,1277863,Volleyball
130226,140200,Quinnipiac University,Mount Carmel Ave,Hamden,CT,6518,3,NCAA Division I without football,2254,3731,5985,2,"Private nonprofit, 4-year or above",1,32,,32,0,513,16411,0,0,16411,513,16411,0,0,16411,1,,1,0,1,0,0,0,0,0,1,3,,1,2,1,2,0,0,0,0,3,1084464,,1084464,1084464,0,1084464,1084464,,1084464,1084464,0,1084464,Baseball
